# Copyright (c) 1966-2024 Johns Hopkins University. Use of this file adheres to the terms specified at https://omim.org/help/agreement
# Generated: 2024-01-05
# See end of file for additional documentation on specific fields
# Chromosome	Genomic Position Start	Genomic Position End	Cyto Location	Computed Cyto Location	MIM Number	Gene/Locus And Other Related Symbols	Gene Name	Approved Gene Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotypes	Mouse Gene Symbol/ID
chr17	33500001	39800000	17q12		603782	CCL4L, SCYA4L, LAG1	Chemokine, C-C motif, ligand 4-like	CCL4L1	388372				Ccl4 (MGI:98261)
chr17	33500001	39800000	17q12		614527	DEL17q12, C17DELq12	Chromosome 17q12 deletion syndrome					Chromosome 17q12 deletion syndrome, 614527 (4), Autosomal dominant	
chr17	33500001	39800000	17q12		614526	DUP17q12, C17DUPq12	Chromosome 17q12 duplication syndrome					Chromosome 17q12 duplication syndrome, 614526 (4), Autosomal dominant	
chr17	33500001	39800000	17q12		611955	HPC11	Prostate cancer, hereditary, 11				associated with rs4430796 and rs7501939	{Prostate cancer, hereditary, 11}, 611955 (2)	
chr17	33500001	39800000	17q12		614221	PBC5	Biliary cirrhosis, primary, 5		100689212		associated with rs9303277	Biliary cirrhosis, primary, 5, 614221 (2)	
chr17	33500001	52100000	17q12-q21		601363	WT4	Wilms tumor-4		8151			Wilms tumor, type 4, 601363 (2), Autosomal dominant	
chr17	34255285	34257203	17q11.2-q12	17q12	158105	CCL2, SCYA2, MCP1, MCAF	Small inducible cytokine A2 (monocyte chemotactic protein, homologous to mouse Sig-je)	CCL2	6347	ENSG00000108691		{Mycobacterium tuberculosis, susceptibility to}, 607948 (3); {HIV-1, resistance to}, 609423 (3); {Coronary artery disease, modifier of} (3); {Spina bifida, susceptibility to}, 182940 (3), Autosomal dominant	Ccl12,Ccl2 (MGI:108224,MGI:98259)
chr17	34270221	34272242	17q11.2-q12	17q12	158106	CCL7, SCYA7, MCP3	Chemokine, C-C motif, ligand 5	CCL7	6354	ENSG00000108688	close to ERBB2		Ccl7 (MGI:99512)
chr17	34285742	34288334	17q21.1-q21.2	17q12	601156	CCL11, SCYA11	Chemokine, C-C motif, ligand 11	CCL11	6356	ENSG00000172156		{Asthma, susceptibility to}, 600807 (3), Autosomal dominant; {HIV1, resistance to}, 609423 (3)	Ccl11 (MGI:103576)
chr17	34319435	34321402	17q11.2	17q12	602283	CCL8, SCYA8	Chemokine, C-C motif, ligand 8	CCL8	6355	ENSG00000108700			Ccl8 (MGI:101878)
chr17	34356480	34358610	17q11.2	17q12	601391	CCL13, SCYA13, NCC1	Chemokine, C-C motif, ligand 13	CCL13	6357	ENSG00000181374			Ccl2 (MGI:98259)
chr17	34360328	34363233	Chr.17	17q12	182281	CCL1, SCYA1	Chemokine, C-C motif, ligand 1	CCL1	6346	ENSG00000108702			Ccl1 (MGI:98258)
chr17	34579582	34639318	17q12	17q12	616178	TMEM132E, DFNB99	Transmembrane protein 132E	TMEM132E	124842	ENSG00000181291		Deafness, autosomal recessive 99, 618481 (3), Autosomal recessive	Tmem132e (MGI:2685490)
chr17	34927861	34961460	17q12	17q12	610730	CCT6B, CCTZ2	Chaperonin containing T-complex polypeptide 1, subunit 6B	CCT6B	10693	ENSG00000132141			Cct6b (MGI:1329013)
chr17	34980512	35010872	17q11.2-q12	17q12	600940	LIG3, MTDPS20	Ligase III, DNA, ATP-dependent	LIG3	3980	ENSG00000005156		Mitochondrial DNA depletion syndrome 20 (MNGIE type), 619780 (3), Autosomal recessive	Lig3 (MGI:109152)
chr17	35005990	35089226	17q12	17q12	609735	RFFL	Ring finger and FYVE-like domain containing 1 (rififylin)	RFFL	117584	ENSG00000092871			Rffl (MGI:1914588)
chr17	35092221	35119860	17q11	17q12	602954	RAD51D, RAD51L3, BROVCA4	RAD51 paralog D	RAD51D	5892	ENSG00000185379		{Breast-ovarian cancer, familial, susceptibility to, 4}, 614291 (3)	Rad51d (MGI:1261809)
chr17	35147817	35189345	17q11	17q12	611220	UNC45B, SMUNC45, CTRCT43, MFM11	unc-45 myosin chaperone B	UNC45B	146862	ENSG00000141161	mutation identified in 1 CTRCT43 family	?Cataract 43, 616279 (3), Autosomal dominant; Myofibrillar myopathy 11, 619178 (3), Autosomal recessive	Unc45b (MGI:2443377)
chr17	35243072	35273655	17q12	17q12	614952	SLFN5	Schlafen family, member 5	SLFN5	162394	ENSG00000166750			Slfn5 (MGI:1329004)
chr17	35350305	35373621	17q12	17q12	614953	SLFN11	Schlafen family, member 11	SLFN11	91607	ENSG00000172716			Slfn8,Slfn9 (MGI:2445121,MGI:2672859)
chr17	35410922	35433174	17q12	17q12	614955	SLFN12	Schlafen family, member 12	SLFN12	55106	ENSG00000172123			Slfn1,Slfn2,Slfn3,Slfn4 (MGI:1313258,MGI:1313259,MGI:1329005,MGI:1329010)
chr17	35435096	35449766	17q12	17q12	614957	SLFN13	Schlafen family, member 13	SLFN13	146857	ENSG00000154760			Slfn8,Slfn9 (MGI:2445121,MGI:2672859)
chr17	35464254	35537678	17q12	17q12	614956	SLFN12L	Schlafen family, member 12-like	SLFN12L	100506736	ENSG00000205045			Slfn1,Slfn2,Slfn3,Slfn4 (MGI:1313258,MGI:1313259,MGI:1329005,MGI:1329010)
chr17	35543985	35560819	17q12	17q12	614958	SLFN14, BDPLT20	Schlafen family, member 14	SLFN14	342618	ENSG00000236320		Bleeding disorder, platelet-type, 20, 616913 (3), Autosomal dominant	Slfn14 (MGI:2684866)
chr17	35574795	35578571	17q12	17q12	601758	PEX12, PBD3A	Peroxisome biogenesis factor 12	PEX12	5193	ENSG00000108733		Peroxisome biogenesis disorder 3B, 266510 (3), Autosomal recessive; Peroxisome biogenesis disorder 3A (Zellweger), 614859 (3), Autosomal recessive	Pex12 (MGI:2144177)
chr17	35587322	35726413	17q11.2-q12	17q12	601025	AP2B1, CLAPB1, ADTB2	Adaptor-related protein complex 2, beta 1 subunit	AP2B1	163	ENSG00000006125			Ap2b1 (MGI:1919020)
chr17	35731639	35743521	17q12	17q12	612128	RASL10B, RRP17	Ras-like, family 10, member B	RASL10B	91608	ENSG00000270885			Rasl10b (MGI:2685575)
chr17	35744511	35753239	17q12	17q12	611398	GAS2L2, GAR17, CILD41	Growth arrest-specific 2-like 2	GAS2L2	246176	ENSG00000270765	mutation identified in 1 CILD41 patient	?Ciliary dyskinesia, primary, 41, 618449 (3), Autosomal recessive	Gas2l2 (MGI:3652048)
chr17	35756249	35795641	17q11.2	17q12	608417	MMP28	Matrix metalloproteinase 28	MMP28	79148	ENSG00000271447			Mmp28 (MGI:2153062)
chr17	35809484	35847242	17q11.1-q11.2	17q12	601574	TAF15, TAF2N, RBP56	TAF15 RNA polymerase II, TATA box-binding protein-associated factor, 68kD	TAF15	8148	ENSG00000270647	fusion gene with CSMF	Chondrosarcoma, extraskeletal myxoid, 612237 (1)	Taf15 (MGI:1917689)
chr17	35871491	35880360	17q11.2-q12	17q12	187011	CCL5, SCYA5, D17S136E, TCP228	Chemokine, C-C motif, ligand 5	CCL5	6352	ENSG00000271503		{HIV-1 disease, rapid progression of}, 609423 (3); {HIV-1 disease, delayed progression of}, 609423 (3)	Ccl5 (MGI:98262)
chr17	35918080	35930773	17q11.2	17q12	612896	RDM1	RAD52 motif-containing protein 1	RDM1	201299	ENSG00000278023			Rdm1 (MGI:1913849)
chr17	35934518	35943713	17q11.2	17q12	612751	LYZL6	Lysozyme-like 6	LYZL6	57151	ENSG00000275722			Lyzl6 (MGI:1916694)
chr17	35976499	35981497	17q11.2	17q12	601394	CCL16, SCYA16, NCC4	Chemokine, C-C motif, ligand 16	CCL16	6360	ENSG00000275152			
chr17	35983288	35986729	17q11.2	17q12	601392	CCL14, SCYA14, NCC2	Chemokine, C-C motif, ligand 14	CCL14	6358	ENSG00000276409			
chr17	35997582	36001553	17q11.2	17q12	601393	CCL15, SCYA15, NCC3, LKN1	Chemokine, C-C motif, ligand 15	CCL15	6359	ENSG00000275718			Ccl6,Ccl9 (MGI:104533,MGI:98263)
chr17	36013058	36017972	17q12	17q12	602494	CCL23, SCYA23	Chemokine, C-C motif, ligand 23	CCL23	6368	ENSG00000274736			Ccl6,Ccl9 (MGI:104533,MGI:98263)
chr17	36064272	36072032	17q11.2	17q12	603757	CCL18, SCYA18, PARC, AMAC1, DCCK1	Chemokine, C-C motif, ligand 18	CCL18	6362	ENSG00000275385	in 47kb, CCL18-CCL3-CCL4		Ccl3 (MGI:98260)
chr17	36088256	36090143	17q12	17q12	182283	CCL3, SCYA3, MIP1A	Chemokine, C-C motif, ligand 3	CCL3	6348	ENSG00000277632	in 47kb, CCL18-CCL3-CCL4	{HIV infection, resistance to}, 609423 (2)	Ccl3 (MGI:98260)
chr17	36103827	36105614	17q12	17q12	182284	CCL4, SCYA4, ACT2, MIP1B, AT744.1	Chemokine, C-C motif, ligand 4	CCL4	6351	ENSG00000275302			Ccl4 (MGI:98261)
chr17	36165683	36176636	17q12	17q12	610144	TBC1D3B, PRC17	TBC1 domain family, member 3B	TBC1D3B	414059	ENSG00000274808			
chr17	36194869	36196758	17q12	17q12	609468	CCL3L3	Chemokine, CC motif, ligand 3-like 3	CCL3L3	414062	ENSG00000276085			Ccl3 (MGI:98260)
chr17	36211063	36212873	17q12	17q12	610757	CCL4L2	Chemokine, CC motif, ligand 4-like 2	CCL4L2	9560	ENSG00000276070			Ccl4 (MGI:98261)
chr17	36315397	36334759	17q12	17q12	610810	TBC1D3G	TBC1 domain family, member 3G	TBC1D3G	101060321	ENSG00000260287			
chr17	36377531	36388453	17q12	17q12	610811	TBC1D3H	TBC1 domain family, member 3H	TBC1D3H	729877	ENSG00000274226			
chr17	36428612	36439521	17q12	17q12	610809	TBC1D3F	TBC1 domain family, member 3F	TBC1D3F	84218	ENSG00000275954			
chr17	36486681	36499312	17q12	17q12	604500	ZNHIT3, TRIP3, PEHO	Zinc finger HIT domain-containing protein 3	ZNHIT3	9326	ENSG00000273611		PEHO syndrome, 260565 (3), Autosomal recessive	Znhit3 (MGI:3051596)
chr17	36495636	36544815	17q12	17q12	617379	MYO19, MYOHD1	Myosin XIX	MYO19	80179	ENSG00000278259			Myo19 (MGI:1913446)
chr17	36534987	36539303	17q12	17q12	610275	PIGW, HPMRS5	Phosphatidylinositol glycan, class W	PIGW	284098	ENSG00000277161		Glycosylphosphatidylinositol biosynthesis defect 11, 616025 (3), Autosomal recessive	Pigw (MGI:1917575)
chr17	36544919	36589848	17q12-q21.1	17q12	612275	GGNBP2, DIF3, LCRG1, LZK1	Gametogenetin-binding protein 2	GGNBP2	79893	ENSG00000278311			Ggnbp2 (MGI:2387356)
chr17	36591879	36600804	17q12	17q12	616159	DHRS11, SDR24C1	Short-chain dehydrogenase reductase family, member 11	DHRS11	79154	ENSG00000278535			Dhrs11 (MGI:2652816)
chr17	36601583	36634698	17q12	17q12	618099	MRM1	Mitochondrial ribosomal RNA methyltransferase 1	MRM1	79922	ENSG00000278619			Mrm1 (MGI:2443470)
chr17	36936785	36944612	17q12	17q12	601999	LHX1, LIM1	LIM/homeodomain protein LHX1	LHX1	3975	ENSG00000273706	previously mapped to 11p13-p12 by FISH		Lhx1 (MGI:99783)
chr17	36948954	37056871	17q11.2-q12	17q12	608463	AATF, CHE1	Apoptosis-antagonizing transcription factor	AATF	26574	ENSG00000275700			Aatf (MGI:1929608)
chr17	37084992	37406836	17q21	17q12	200350	ACACA, ACAC, ACC1, ACACAD	Acetyl-Coenzyme A carboxylase, alpha	ACACA	31	ENSG00000278540	proximal to q21.33; others put at 17q12	Acetyl-CoA carboxylase deficiency, 613933 (1), Autosomal recessive	Acaca (MGI:108451)
chr17	37406886	37479725	17q12-q21	17q12	602276	TADA2A, TADA2L, ADA2A	Transcriptional adaptor 2A	TADA2A	6871	ENSG00000276234			Tada2a (MGI:2144471)
chr17	37488566	37513498	Chr.17	17q12	606618	DUSP14, MKP6	Dual-specificity phosphatase 14	DUSP14	11072	ENSG00000276023			Dusp14 (MGI:1927168)
chr17	37514807	37609418	17q12	17q12	607291	SYNRG, AP1GBP1, SYNG	Synergin, gamma	SYNRG	11276	ENSG00000275066			Synrg (MGI:1354742)
chr17	37609739	37643446	17q21.1	17q12	612500	DDX52, ROK1, HUSSY19	DExD-box helicase 52	DDX52	11056	ENSG00000278053			Ddx52 (MGI:1925644)
chr17	37686431	37745059	17q12	17q12	189907	HNF1B, TCF2, HNF2, RCAD, T2D, ADTKD3	HNF1 homeobox B (transcription factor 2)	HNF1B	6928	ENSG00000275410		Type 2 diabetes mellitus, 125853 (3), Autosomal dominant; Renal cysts and diabetes syndrome, 137920 (3), Autosomal dominant; {Renal cell carcinoma}, 144700 (3)	Hnf1b (MGI:98505)
chr17	38002322	38014908	17q12	17q12	610807	TBC1D3D	TBC1 domain family, member 3D	TBC1D3D	101060389	ENSG00000274419			
chr17	38057693	38070301	17q12	17q12	610806	TBC1D3C	TBC1 domain family, member 3C	TBC1D3C	414060	ENSG00000278299			
chr17	38124106	38138868	17q12	17q12	610808	TBC1D3E	TBC1 domain family, member 3E	TBC1D3E	102723859	ENSG00000278599			
chr17	38181659	38192555	17q12	17q12	607741	TBC1D3, PRC17, TBC1D3A	TBC1D3 gene	TBC1D3	729873	ENSG00000274611			
chr17	38297168	38323211	17q21.31	17q12	611850	MRPL45	Mitochondrial ribosomal protein L45	MRPL45	84311	ENSG00000278845	pseudogenes on 2 and 17		Mrpl45 (MGI:1914286)
chr17	38324571	38343956	17q12	17q12	614515	GPR179, GPR158L, GPR158L1, CSNB1E	G protein-coupled receptor 179	GPR179	440435	ENSG00000277399		Night blindness, congenital stationary (complete), 1E, autosomal recessive, 614565 (3), Autosomal recessive	Gpr179 (MGI:2443409)
chr17	38351844	38405593	17q12	17q12	608788	SOCS7, NAP4	Suppressor of cytokine signaling 7	SOCS7	30837	ENSG00000274211			Socs7 (MGI:2651588)
chr17	38419275	38512385	17q12	17q12	610590	ARHGAP23, KIAA1501	RHO GTPase-activating protein 23	ARHGAP23	57636	ENSG00000275832			Arhgap23 (MGI:3697726)
chr17	38530031	38607025	17q12	17q12	610786	SRCIN1, SNIP, KIAA1684	Src kinase signaling inhibitor 1	SRCIN1	80725	ENSG00000277363			Srcin1 (MGI:1933179)
chr17	38671703	38674957	17q12	17q12	617795	EPOP, C17orf96	Elongin BC- and polycomb repressive complex 2-associated protein	EPOP	100170841	ENSG00000273604			Epop (MGI:2143991)
chr17	38705273	38729795	17q21	17q12	600328	MLLT6, AF17	Myeloid/lymphoid or mixed-lineage leukemia, translocated to, 6	MLLT6	4302	ENSG00000275023			Mllt6 (MGI:1935145)
chr17	38730341	38735605	17q12	17q12	611933	CISD3, MINER2	CDGSH iron sulfur domain protein 3	CISD3	284106	ENSG00000277972			Cisd3,Cisd3b (MGI:101788,MGI:5012452)
chr17	38733898	38749792	17q12	17q12	600346	PCGF2, RNF110, ZNF144, MEL18, TPFS	Polycomb group ring finger 2	PCGF2	7703	ENSG00000277258		Turnpenny-Fry syndrome, 618371 (3), Autosomal dominant	Pcgf2 (MGI:99161)
chr17	38752741	38764225	17q12	17q12	602176	PSMB3	Proteasome subunit, beta type, 3	PSMB3	5691	ENSG00000277791	previously assigned to 2q35		Psmb3 (MGI:1347014)
chr17	38765691	38799556	17q12	17q12	603261	PIP4K2B, PIP5P4KB, PIP5K2B	Phosphatidylinositol 5-phosphate 4-kinase, type II, beta	PIP4K2B	8396	ENSG00000276293			Pip4k2b (MGI:1934234)
chr17	38847860	38853721	17q	17q12	603662	RPL23	Ribosomal protein L23	RPL23	9349	ENSG00000125691			Rpl23 (MGI:1929455)
chr17	38870058	38921770	17q21	17q12	602920	LASP1, MLN50	LIM and SH3 protein 1	LASP1	3927	ENSG00000002834	fused to MLL in AML		Lasp1 (MGI:109656)
chr17	38925614	38929381	17q12	17q12	617544	LINC00672	Long intergenic noncoding RNA 672	LASP1NB	100505576	ENSG00000263874			
chr17	38936432	38967403	17q12	17q12	609498	FBXO47	F-box only protein 47	FBXO47	494188	ENSG00000204952			Fbxo47 (MGI:1920223)
chr17	39063313	39152967	17q21.1	17q12	606826	PLXDC1, TEM7	Plexin domain containing 1	PLXDC1	57125	ENSG00000161381			Plxdc1 (MGI:1919574)
chr17	39173453	39197669	17q21-q22	17q12	114207	CACNB1, CACNLB1, CCHLB1	Calcium channel, voltage-dependent, beta 1 subunit	CACNB1	782	ENSG00000067191			Cacnb1 (MGI:102522)
chr17	39200283	39204732	17q12	17q12	180466	RPL19	Ribosomal protein L19	RPL19	6143	ENSG00000108298			Rpl19 (MGI:98020)
chr17	39252663	39402556	17q21.2	17q12	609086	FBXL20, FBL20, FBL2, SCR	F-box and leucine-rich repeat protein 20	FBXL20	84961	ENSG00000108306			Fbxl20 (MGI:1919444)
chr17	39404285	39451263	17q12	17q12	604311	MED1, PPARBP, PBP, TRAP220	Mediator complex subunit 1 (peroxisome proliferator-activated receptor-binding protein)	MED1	5469	ENSG00000125686			Med1 (MGI:1100846)
chr17	39461486	39567559	17q21	17q12	615514	CDK12, CRKRS, CRK7, KIAA0904	Cyclin-dependent kinase 12	CDK12	51755	ENSG00000167258			Cdk12 (MGI:1098802)
chr17	39603768	39607920	17q12	17q12	601725	NEUROD2, DEE72	Neurogenic differentiation 2	NEUROD2	4761	ENSG00000171532		Developmental and epileptic encephalopathy 72, 618374 (3), Autosomal dominant	Neurod2 (MGI:107755)
chr17	39626707	39636624	17q12	17q12	604399	PPP1R1B, DARPP32	Protein phosphatase 1, regulatory subunit 1B	PPP1R1B	84152	ENSG00000131771			Ppp1r1b (MGI:94860)
chr17	39637144	39664201	17q11-q21	17q12	607048	STARD3, MLN64	Start domain-containing protein 3	STARD3	10948	ENSG00000131748			Stard3 (MGI:1929618)
chr17	39665349	39666554	17q12	17q12	604488	TCAP, LGMDR7, CMH25	Telethonin	TCAP	8557	ENSG00000173991		Cardiomyopathy, hypertrophic, 25, 607487 (3), Autosomal dominant; Muscular dystrophy, limb-girdle, autosomal recessive 7, 601954 (3), Autosomal recessive	Tcap (MGI:1330233)
chr17	39668019	39670475	17q12	17q12	171190	PNMT, PENT	Phenylethanolamine N-methyltransferase	PNMT	5409	ENSG00000141744			Pnmt (MGI:97724)
chr17	39671122	39688057	17q12	17q12	611801	PGAP3, PERLD1, CAB2, MGC9753, HPMRS4	Post-GPI attachment to proteins 3	PGAP3	93210	ENSG00000161395		Hyperphosphatasia with impaired intellectual development syndrome 4, 615716 (3), Autosomal recessive	Pgap3 (MGI:2444461)
chr17	39688094	39728658	17q21.1	17q12	164870	ERBB2, NGL, NEU, HER2, VSCN2	Avian erythroblastic leukemia viral (v-erb-b2) oncogene homolog 2 (neuro/glioblastoma derived oncogene homolog)	ERBB2	2064	ENSG00000141736	mutation identified in 1 VSCN2 family	Gastric cancer, somatic, 613659 (3); Adenocarcinoma of lung, somatic, 211980 (3); Ovarian cancer, somatic, 167000 (3); ?Visceral neuropathy, familial, 2, autosomal recessive, 619465 (3), Autosomal recessive; Glioblastoma, somatic, 137800 (3)	Erbb2 (MGI:95410)
chr17	39728510	39730532	17q12	17q12	611802	MIEN1, C17orf37, RDX12	Migration and invasion enhancer 1	MIEN1	84299	ENSG00000141741			Mien1 (MGI:1913678)
chr17	39737938	39747285	17q21-q22	17q12	601522	GRB7	Growth factor receptor-bound protein 7	GRB7	2886	ENSG00000141738			Grb7 (MGI:102683)
chr17	39757715	39864312	17q21	17q12-q21.1	606221	IKZF3, ZNFN1A3, AIOLOS, IMD84	Ikaros family zinc finger 3	IKZF3	22806	ENSG00000161405	mutation identified in 1 IMD84 family	?Immunodeficiency 84, 619437 (3), Autosomal dominant	Ikzf3 (MGI:1342542)
chr17	39800001	52100000	17q21		611403	ASRT6	Asthma-related traits, susceptibility to, 6		100188840		strongly associated with rs7216389	{Asthma-related traits, susceptibility to, 6}, 611403 (2)	
chr17	39800001	52100000	17q21		610676	AUTS7	Autism, susceptibility to, 7		100188816		max lod at D17S2180	{Autism susceptibility 7}, 610676 (2)	
chr17	39800001	59500000	17q21-q22		610997	HPC9	Prostate cancer, hereditary, 9				max LOD at D17S1820	{Prostate cancer, hereditary, 9}, 610997 (2)	
chr17	39800001	59500000	17q21-q22		608474	MYP5	Myopia 5		404682		between D17S787 and D17S1811	Myopia 5, 608474 (2), Autosomal dominant	
chr17	39800001	59500000	17q21-q22		168860	PTLAH, FPAH	Patella aplasia or hypoplasia		8830			Patella aplasia or hypoplasia, 168860 (2), Autosomal dominant	
chr17	39868202	39877896	17q12-q21	17q21.1	608499	ZPBP2, ZPBPL	Zona pellucida-binding protein 2	ZPBP2	124626	ENSG00000186075			Zpbp2 (MGI:1916626)
chr17	39904595	39918635	17q21	17q21.1	611221	GSDMB, GSDML	Gasdermin B	GSDMB	55876	ENSG00000073605			
chr17	39921041	39927601	17q21.1	17q21.1	610075	ORMDL3	ORM1-like protein 3	ORMDL3	94103	ENSG00000172057			Ormdl3 (MGI:1913862)
chr17	39963004	39977768	17q12	17q21.1	611218	GSDMA, GSDM1, GSDM	Gasdermin A	GSDMA	284110	ENSG00000167914			Gsdma,Gsdma2,Gsdma3 (MGI:1889509,MGI:1921490,MGI:3044668)
chr17	39980807	39997959	17q21.1	17q21.1	617676	PSMD3, RPN3	Proteasome 26S subunit, non-ATPase, 3	PSMD3	5709	ENSG00000108344			Psmd3 (MGI:98858)
chr17	40015440	40017813	17q11.2-q12	17q21.1	138970	CSF3, GCSF	Colony-stimulating factor-3 (granulocyte)	CSF3	1440	ENSG00000108342			Csf3 (MGI:1339751)
chr17	40019104	40054408	17q21.1	17q21.1	607000	MED24, TRAP100, KIAA0130	Mediator complex subunit 24	MED24	9862	ENSG00000008838			Med24 (MGI:1344385)
chr17	40062193	40093867	17q11.2	17q21.1	190120	THRA, ERBA1, THRA1, CHNG6	Thyroid hormone receptor, alpha (oncogene ERBA1)	THRA	7067	ENSG00000126351		Hypothyroidism, congenital, nongoitrous, 6, 614450 (3), Autosomal dominant	Thra (MGI:98742)
chr17	40092793	40100589	17q11.2	17q21.1	602408	NR1D1, THRAL, EAR1	Nuclear receptor 1, subfamily D, member 1 (thyroid hormone receptor, alpha-1-like)	NR1D1	9572	ENSG00000126368			Nr1d1 (MGI:2444210)
chr17	40121971	40136917	17q21.1	17q21.1	614801	MSL1	MSL complex subunit 1	MSL1	339287	ENSG00000188895			Msl1 (MGI:1921276)
chr17	40140537	40172171	17q12-q21.3	17q21.1	606504	MLN51, CASC3	MLN51 gene	CASC3	22794	ENSG00000108349			Casc3 (MGI:2179723)
chr17	40200001	42800000	17q21.2		612380	IBD22	Inflammatory bowel disease 22		100240732		associated with rs744166	{Inflammatory bowel disease 22}, 612380 (2)	
chr17	40219304	40284136	17q21.2	17q21.2	609692	WIRE, WICH	WASP-interacting protein-related protein	WIPF2	147179	ENSG00000171475			Wipf2 (MGI:1924462)
chr17	40287879	40304657	17q21.2	17q21.2	602627	CDC6, CDC18L, MGORS5	Cell division cycle 6	CDC6	990	ENSG00000094804	mutation identified in 1 MGORS5 patient	?Meier-Gorlin syndrome 5, 613805 (3), Autosomal recessive	Cdc6 (MGI:1345150)
chr17	40309180	40357643	17q21.1	17q21.2	180240	RARA	Retinoic acid receptor, alpha polypeptide	RARA	5914	ENSG00000131759	fused with MYL in APL	Leukemia, acute promyelocytic, 612376 (1)	Rara (MGI:97856)
chr17	40360652	40364737	17q21.1	17q21.2	607425	GJD3, GJC1, CX31.9	Gap junction protein, delta-3 (31.9kD)	GJD3	125111	ENSG00000183153			Gjd3 (MGI:2384150)
chr17	40388525	40417896	17q21-q22	17q21.2	126430	TOP2A, TOP2	Topoisomerase (DNA) II, alpha, 170kD	TOP2A	7153	ENSG00000131747		DNA topoisomerase II, resistance to inhibition of, by amsacrine (3)	Top2a (MGI:98790)
chr17	40443450	40457725	17q12-q21	17q21.2	146733	IGFBP4	Insulin-like growth factor-binding protein-4	IGFBP4	3487	ENSG00000141753			Igfbp4 (MGI:96439)
chr17	40475834	40501623	17q12-q21	17q21.2	608385	TNS4, CTEN	Tensin 4	TNS4	84951	ENSG00000131746			Tns4 (MGI:2144377)
chr17	40553769	40565472	17q12-q21.2	17q21.2	600242	CCR7, CMKBR7, EBI1	Chemokine (C-C) receptor 7 (Epstein-Barr virus induced gene 1)	CCR7	1236	ENSG00000126353			Ccr7 (MGI:103011)
chr17	40624962	40647818	17q21.2	17q21.2	603111	SMARCE1, BAF57, CSS5	SWI/SNF-related, matrix-associated, actin-dependent regulator of chromatin, subfamily E, member 1	SMARCE1	6605	ENSG00000073584		{Meningioma, familial, susceptibility to}, 607174 (3), Autosomal dominant; Coffin-Siris syndrome 5, 616938 (3), Autosomal dominant	Smarce1 (MGI:1927347)
chr17	40697991	40703752	17q11.2	17q21.2	607742	KRT24, FLJ20261	Keratin 24	KRT24	192666	ENSG00000167916			Krt24 (MGI:1922956)
chr17	40748021	40755542	17q21.2	17q21.2	616646	KRT25, K25, KRT24IRS1, ARWH3	Keratin 25, type I	KRT25	147183	ENSG00000204897		Woolly hair, autosomal recessive 3, 616760 (3), Autosomal recessive	Krt25 (MGI:1918060)
chr17	40766238	40772201	17q21.2	17q21.2	616675	KRT26, K25, K25B, K25IRS2	Keratin 26, type I	KRT26	353288	ENSG00000186393			Krt26 (MGI:2444913)
chr17	40776808	40782550	17q21.2	17q21.2	616676	KRT27, KRT25C, K25IRS3	Keratin 27, type I	KRT27	342574	ENSG00000171446			Krt27 (MGI:1339999)
